"question_id","question","answer","comment","source","packet","image","author"
"288","წინა საუკუნის ბოლოს ერთი ინგლისელი პიანისტი იმყოფებოდა გასტროლებით ახლო აღმოსავლეთში. როდესაც ის დაბრუნდა ინგლისში, ცნობილ დირიჟორთან ბილჰემთან საუბრისას მან გამოთქვა უკმაყოფილება: ”თქვენ წარმოიდგინეთ, არაბებმა მე ორჯერ მესროლეს ტყვია!” ბილჰემს გაუკვირდა: ”ღმერთო ჩემო! მე არ მეგონა, რომ არაბები ასე კარგად ...” დაასრულეთ გონებამახვილი ბილჰემის სიტყვები.","”... ერკვევიან მუსიკაში?”","","","","0",""
"289","ნიუ-იორკის ერთ-ერთმა უდიდესმა ტიპოგრაფიულმა კომპანიამ ერთი გრანდიოზული შეკვეთის შესრულების დროს აღმოაჩინა, რომ საწყობში სხვადასხვა ფერის საღებავებიდან საკმარისი რაოდენობის (და უფრო მეტიც) მხოლოდ ერთი ფერის საღებავი იყო. რომელი?","მწვანე (ამ კომპანიას უნდა დაებეჭდა საერთაშორისო ფედერალური ფული. ასე გაჩნდა მწვანე დოლარები).","","","","0",""
"290","რის კოლექციას აგროვებდა მარკ ტვენის ნაწარმოების გმირი, რომელიც ყიდულობდა დაუსახლებელსა და უდაბურ მთიან და კლდოვან ტერიტორიებს?","იგი ექოების კოლექციას აგროვებდა.","","","","0",""
"291","60-იან წლებში NASA-მ გადაწყვიტა სპეციალური კალმის გამოშვება, რომელიც იმუშავებდა ნულოვანი გრავიტაციის პირობებში, იმისათვის რომ ასტრონავტებმა შეძლონ თავიანთი დაკვირვებების ჩაწერა. 2 წლის ინტენსიური გამოკვლევების, ექსპერიმენტების და ცდების შემდეგ გამოშვებულ იქნა სულ 50 უნიკალური ""ასტრონავტის კალამი"". ეს პროექტი NASA-ს დაუჯდა რამოდენიმე მილიონი დოლარი. ამავე დროს იგივე პრობლემა დადგა საბჭოთა კოსმონავტიკის წინაშეც. როგორ გადაწყვიტეს ეს პრობლემა საბჭოთა კავშირში ზედმეტი დანახარჯების გარეშე?","უბრალოდ მისცეს მათ ფანქრები.","","","","0",""
"292","1792 წლის სექტემბერში პარიზს პრუსიელები დაემუქრნენ. ქალაქში მოხალისეთა ჩაწერა დაიწყო. მათი რიცხვი მალე ასიათასობით განისაზღვრებოდა, მაგრამ, სამაგიეროდ, ქალაქში საკმარისი რაოდენობით არ იყო იარაღი. როგორც ხშირად ხდება ასეთ შემთხვევაში, მოსახლეობამ დაიწყო ზარების გადადნობა ზარბაზნებად, ხოლო ვერცხლის ნივთებისა - მონეტებად, მიმდინარეობდა თუჯის გალავნებისა და ჯაჭვებისაგან ხელშუბების გამოჭედვა... მაგრამ ყოველივე ეს საკმარისად არ იქნა ჩათვლილი და მოსახლეობამ ტყვიების გამოდნობაც დაიწყო. ამისათვის მასალად გამოყენებული იქნა ტყვიის ნაკეთობები, რომლებსაც სპეციფიკური დანიშნულება გააჩნდათ და რომელთაც დანიშნულებისამებრ გამოყენების შემდეგ მხოლოდ უაღრესად ზნედაცემული ადამიანი ან სასამართლოს დადგენილებით მოქმედი პირი თუ შეახებდა ხელს. რა ნაკეთობაზეა საუბარი?","საუბარია კუბოზე.","","","","0",""
"293","ერთი იტალიური ანდაზის თანახმად, სალათი 4 მზარეულმა უნდა დაამზადოს, კერძოდ: გულუხვმა მზარეულმა უნდა გაუკეთოს ზეთი, ძუნწმა - ძმარი, ხელოვამა - მორთოს და გაალამაზოს ის, ფილოსოფოსმა კი... რისი გაკეთება ევალება ფილოსოფოს მზარეულს?","მას მარილის მოყრა ევალება.","","","","0",""
"294","მისი მოხმარების რეჟიმის ასახსნელად საკმარისია სამი წერტილი: ერთი წერტილი აღნიშნავს - არაუმეტეს 120-სა, ორი წერტილი აღნიშნავს არაუმეტეს 160-სა, სამი წერტილი აღნიშნავს - 160-ზე მეტი. რა ჰქვია იმ ნივთს, რომელზეც ასეთი შინაარსის წერტილებია გამოსახული?","უთო (ციფრები კი გრადუსებს აღნიშნავენ).","","","","0",""
"295","10-15 წლის წინ დასავლეთის ერთ-ერთი სატელეფონო კომპანია დადგა პრობლემის წინაშე: ტარიფის გაუზრდელად როგორ მიეღწიათ, რომ ხალხს ცოტა ხნით ელაპარაკა სატელეფონო ჯიხურებიდან. როგორ გადაწყვიტეს მათ ეს პრობლემა?","მათ ყურმილები დაამძიმეს.","","","","0",""
"296","მის გამო ყოველწლიურად 50 იაპონელი კარგავს მხედველობას, ბევრს უზიანდება ლოყები და ენები. სინამდვილეში კი ის საერთოდ არ არის სახიფათო და ყოველი ჩვენთაგანი იყენებს მას ყოველდღიურ ცხოვრებაში. რა არის ეს?","ეს არის ჩანგალი.","","","","0",""
"297","როდესაც ზევსმა გაიგო, რომ პრომეთემ ადამიანებს მოუტანა ცეცხლი და ამით გააბედნიერა ისინი, მასში იფეთქა ხალხისადმი სიძულვილმა და გადაწყვიტა მათთვის მოევლინა ყოველგვარი უბედურება. მან გამოგზავნა შავი ყუთი. ყუთიდან ამოფრინდა ტანჯვა, ქურდობა, ძარცვა, სიკვდილი და სხვა უბედურება. თავზარი ეცათ ამის შემყურეთ და უცებ დახურეს ყუთი. იქიდან კი ხმა შემოესმათ: ”ამომიშვით, რომ უბედურებაში განუგეშოთ”. ისევ გასნეს ყუთი და ამოუშვეს ისიც, ვინც თავისუფლებას ითხოვდა. ლეგენდის თანახმად, რა ამოვიდა ყუთიდან?","ყუთიდან იმედი ამოვიდა.","","","","0",""
"298","ტონგას კუნძულებზე ჯეიმს კუკი მიიღეს ძალიან მეგობრულად, რისთვისაც კაპიტანმა მიართვა ტონგელების ბელადს სუვენირი, რომელიც მან გალაპაგოსის კუნძულებზე იპოვა. სუვენირი აყვანილ იქნა ბელადის დონემდე, მას სახელად ტუი-მალილა უწოდეს და ის დღემდე კარგად გრძნობს თავს. რა აჩუქა კუკმა ბელადს?","კუკმა ბელადს კუ აჩუქა.","","","","0",""
"299","მისი გამართულად ფუნქციონირება აუცილებელია ჩვენს მიერ სამყაროს სრულყოფილად აღთქმისათვის, მას სხვებისაგან განსხვავებით საკუთარი ზომის ათჯერ შეცვლა შეუძლია, ხოლო მისი მუშაობის პრინციპის მქონე ტექნიკის საშუალებით შექმნილ პროდუქციას ყოველდღიურად ხვდება თვითოეული ჩვენთაგანი. რა არის ეს?","თვალის გუგა.","","","","0",""
"300","ერთხელ რუსეთის ერთ-ერთი ტელეარხის გადაცემაში ”ასი ერთთან” მოიყვანეს ერთი საინტერესო გამოკითხვის შედეგები. მოსკოველებს უნდა დაესახელებინათ მათთვის ყველაზე ცნობილი ქართული სიტყვა. ყველაზე პოპულარულ ქართულ სიტყვებს შორის აღმოჩნდა სიტყვები: ქინძმარაული, გამარჯობა, ჩახოხბილი, გენაცვალე, წინანდალი. მეექვსე ადგილზე გავიდა სიტყვა, რომელიც შედგება 3 ასოსგან. დაასახელეთ ეს სიტყვა.","”ვახ!” :-)","","","","0",""
"301","1974 წლის გაზაფხულში ერთი ევროპელი არქიტექტორი და დიზაინერი მუშაობდა პრინციპულად ახალი არქიტექტორული კონსტრუქციის შექმნაზე, რისთვისაც მან დაამზადა სპეციალური მაკეტი. თავისი ვიწრო-პროფესიული პრობლემის გადაწყვეტაზე მუშაობის დროს მან აღმოაჩინა, რომ კონსტრუქციის ცალკეული ნაწილების ფორმის შეცვლის შემდეგ მათი დაბრუნება საწყის მდგომარეობაში ძალიან ძნელია... 1975 წლის იანვარში ამ არქიტექტორმა დააპატენტა თავისი ახალი გამოგონება. დაასახელეთ არქიტექტორის გვარი.","რუბიკი (ასე გამოიგონა ერნო რუბიკმა ”რუბიკის კუბიკი”).","","","","0",""
"302","მისი დიზაინ-პროექტი, რომელიც დღემდე თითქმის არ შეცვლილა, დახატა რუსმა ემიგრანტმა სერგეი მაკრონოვსკიმ ჯერ კიდევ 30-იან წლებში. მასვე ეკუთვნის მის დიზაინში მსოფლიო წესრიგის მასონური სიმბოლოს გამოყენების იდეა. თავის სახელწოდებაში ის შეიცავს თავისი ქართველი ”კოლეგის” სახელს. დაასახელეთ ის.","დოლარი (ქართველი ”კოლეგა” კი ლარია).","","","","0",""
"303","ერთხელ ჩინეთის მცოდნეობის ამერიკული უნივერსიტეტის სტუდენტმა, რომელიც იმყოფებოდა ტაივანზე, გადაწყვიტა ენახა ბუდისტური მონასტერი. გზა აღმოჩნდა ძალიან დიდი და მას დილიდან საღამომდე მოუწია სიარული. როდესაც მან მიაღწია მონასტერს, ერთ-ერთმა ბერმა ის თავაზიანად შემოიპატიჟა და მათ დაიწყეს მონასტერის დათვალიერება. ერთ-ერთი კორიდორის ბოლოში სტუდენტმა შეამჩნია უცნაური მოციმციმე შუქი და რამოდენიმე ბერის სილუეტები, რომლებიც ისხდნენ იატაკზე. ”ალბათ ლოცულობენ”, - იფიქრა სტუდენტმა. რას აკეთებდნენ ბერები სინამდვილეში?","ტელევიზორს უყურებდნენ.","","","","0",""
"304","ერთი ანეკდოტის თანახმად, ჰენრი ფორდს ჰყავდა 6 საყვარელი. და ერთხელ მასთან მოვიდა ერთდროულად ექვსივე საყვარელი. თუ დავუჯერებთ ანეკტოდს, სწორედ მაშინ გამოიგონა ამ ამერიკელმა მეწარმემ ის, რაც დღესაც ფართოდ გამოიყენება და ბევრს უადვილებს შრომას. რა გამოიგონა ამ ცნობილმა ადამიანმა იმ რთულ სიტუაციაში, რომელშიც ის ჩავარდა ანეკდოტის სიუჟეტის მიხედვით?","მან გამოიგონა კონვეერი.","","","","0",""
"305","ტრადიციულ იტალიურ პიცაში ცომის გარდა აუცილებლად უნდა იყოს 3 კომპონენტი: ტომატის სოუსი, ყველი ”მოცარელლა” და ოხრახუშის ფოთლები. პიცის ამ სამ კომპონენტს კულინარული მნიშვნელობის გარდა გააჩნია სიმბოლური მნიშვნელობაც. რაში მდგომარეობს ეს სიმბოლური მნიშვნელობა?","ამ კომპონენტების ფერები შეადგენენ იტალიის დროშის ფერებს (წითელი, თეთრი და მწვანე).","","","","0",""
"306","ბერლიოზი ამბობდა, რომ ეს უდიდესი მასწავლებელია. მაგრამ სამწუხაროდ ეს მასწავლებელი ყველა თავის მოსწავლეს კლავს. დაასახელეთ ეს მასწავლებელი.","ეს მასწავლებელია დრო.","","","","0",""
"307","მექსიკაში - ყვითელი, ბრაზილიაში - იასამნისფერი, აღმოსავლეთ აზიაში - თეთრი, ევროპაში - შავი. რა ფერებზეა საუბარი?","საუბარია სამგლოვიარო ფერებზე.","","","","0",""
"308","ინგლისელები თვლიან, რომ ამ რუსულ ფრაზას გამართულად ვერასდიდებით ვერ გამოთქვამენ. საუკეთესო შემთხვევაში მათ გამოუვათ რაღაც, მსგავსი ინგლისური ფრაზისა ”ყვითელი ლურჯი ავტობუსი”. როგორ ჟღერს ეს რუსული ფრაზა?","Я Люблю Вас (Yellow Blue Bus - Я Люблю Вас).","","","","0",""
"309","1976 წელს ამერიკელმა მოჭიდავემ მაიკლ ფარინამ შეჯიბრებაში მონაწილეობის უფლება მიიღო მხოლოდ იმის შემდეგ, რაც გაიხადა მაისური, მოიხსნა სათვალე და გამოაფურთხა საღეჭი რეზინი. რა იყო ამის მიზეზი?","ზედმეტი წონა (ვერ ჯდებოდა თავის წონით კატეგორიაში).","","","","0",""
"310","ითვლება, რომ ეს გამოიგონეს ძველმა ბერძნებმა, მას მასტოდეტონი ერქვა და წარმოადგენდა მატერიის ვიწრო ზოლს. ის განავითარეს რომაელებმა, მიაღებინეს მას თანამედროვე ფორმა, დაიწყეს მისი ტყავისაგან დამზადება და სტოროფიუმი უწოდეს. ძველ ინდოეთში მას დევადასი ეწოდებოდა და ოქროთი და ძვირფასი ქვებით ამკობდნენ. დღეისათვის ის ქალების 90%-ის თეთრეულის აუცილებელი ატრიბუტია. დაასახელეთ მისი თანამეროვე სახელწოდება.","ბიუსტჰალტერი.","","","","0",""
"311","ერთხელ საღვთო სჯულის მასწავლებელმა თავის მოწაფეს ინგლისის პრინც ედუარდს სთხოვა დაესრულებინა ფრაზა: ”მეფეზე უფრო ძლიერი არის მხოლოდ...” პასუხმა გააოგნა მასწავლებელი. მაშ, რა უპასუხა პრინცმა მასწავლებელს?","მან უპასუხა: ”მეფეზე ძლიერი არის მხოლოდ ტუზი”.","","","","0",""
"312","დაასრულეთ ერთ-ერთ ჟურნალში გამოქვეყნებულ, გარკველი ტიპის თამაშებისადმი მიძღვნილ სტატიაში მოყვანილი ერთი ამერიკელის სიტყვები: ”მე სულ მალე მივხვდი: იმისათვის, რომ გამდიდრდე თამაშით, უნდა იყიდო...”","”... კაზინო”.","","","","0",""
"313","პლასტმასის სათამაშოების მწარმოებელმა ცნობილმა დანიურმა ფირმამ ”ლეგო” ამ ბოლო დროს დაიწყო პლასტმასის შემადგენლობაში ბარიუმის სულფატის შეყვანა, ამ ნივთიერების ერთი თვისების გამო. რა სასარგებლო თვისება გააჩნია ამ ნივთიერებას?","ჩანს რენტგენის გამოსახულებაში (და ეს ეხმარება ექიმებს ბავშვების მიერ გადაყლაპული დეტალების პოვნაში).","","","","0",""
"314","რა შეადგენს ადამიანის წონის 3%-ს, მაგრამ მოიხმარს მთელი ორგანიზმის ჟანგბადის 20%-ს და კალორიების 20%-ს?","ეს არის ტვინი.","","","","0",""
"315","იგი ათასი წლის წინ გამოიგონეს ეგვიპტელებმა და თავდაპირველად მხოლოდ მაღალჩინოსან პირთათვის იყო განკუთვნილი. ძველ ეგვიპტეში მას მემკვიდრეობით გადასცემდნენ შთამომავლობას. მისი თანამედროვე ვარიანტის სამშობლოდ კი საფრანგეთია მიჩნეული. დღეს იგი თითოეული ჩვენთაგანისთვის ცხოვრების ჩვეულებრივი ატრიბუტია, თუმცა ზოგისთვის არც მისთვის ბრძოლაა უცხო. რა არის ეს?","საუბარია ჩვეულებრივ სკამზე.","","","","0",""
"316","იაპონიის ქალაქ აზიფუს ერთ-ერთი რადიოსადგური გადასცემს 24 საათიან პროგრამას, რომელსაც ძალიან ბევრი მსმენელი ჰყავს. ისინი ამბობენ, რომ ამ პროგრამას მათთვის დიდი სულიერი სიმშვიდე მოაქვს. რას გადასცემს რადიოსადგური?","ამ სადგურის ეთერში 24 საათის განმავლობაში ისმის ადამიანის გულისცემა.","","","","0",""
"317","ლევი-ბრიულმა უწოდა მათ ”ველური ადამიანის ბიბლია”. ბორხესი თვლიდა მათ ”ესტეტიკური მოღვაწეობის უძველეს ფორმად”. ტიბეტურ ბუდიზმში მათ მიიჩნევენ რთულ სამუშაოდ, რომლის შესრულება შეიძლება სპეციალური იოგის გამოყენებით. სატელევიზიო არხი MTV კი აპირებდა მათ ყიდვას მაყურებლებისაგან. დაასახელეთ ისინი.","საუბარია სიზმრებზე.","","","","0",""
"318","სად ინახება ეროტიკული ლიტერატურის ყველაზე დიდი ბიბლიოთეკა (25400 ტომი), თუ ეს ადგილი ამგვარი ლიტერვტურის შენახვისთვის ალბათ ყველაზე უჩვეულოა?","იგი ინახება ვატიკანში.","","","","0",""
"319","ყველასათვის ცნობილია დეზინფექციის უმარტივესი მეთოდი, რომელიც ინექციის გაკეთების წინ გამოიყენება - ადგილი, სადაც უნდა გაკეთდეს ინექცია, წინასწარ ”მუშავდება” ეთილის სპირტში დასველებული ბამბით, რაც ინფექციის გადატანას ხელს უშლის. ეს დაუწერელი კანონია მთელი მსოფლიოს ექიმებისათვის. აშშ-ს ზოგიერთ შტატში, მაგალითად, ეს გამოიყენება იმ შემთხვევებშიც, როდესაც ეს თავისთავად უკვე პარადოქსია. მაშ რა შემთხვევებში წარმოადგენს ეს მარტივი ოპერაცია საკმაოდ სასაცილო პარადოქსს (პასუხი დააკონკრეტეთ)?","აშშ-ს ზოგიერთ შტატში, ინექციის ადგილს ამუშავებენ სპირტით, ინექციის საშუალებით სიკვდილით დასჯის დროს.","","","","0",""
"320","აგზავნიდნენ რა განსაკუთრებით საიდუმლო წერილს, რომაელები აუცილებლად აწერდნენ მას სტანდარტულ ფრაზას, რაც ნიშნავდა ”შენ და ...” დაასახელეთ საიდუმლო წერილის მეორე ადრესატი.","”... ცეცხლს”.","","","","0",""
"321","20 ავსტრიული შილინგის კუპიურაზე გამოსახულია მხატვარი დაფინგერი, 50-ზე - ზიგმუნდ ფროიდი, 100-ზე - სახელმწიფო მოღვაწე ბემ-ბავერკი, 500-ზე - არქიტექტორი ვაგნერი, 1000-ზე - ფიზიკოსი შრედინგერი. ვინ არის გამოსახული 5000-იან კუპიურაზე?","მასზე გამოსახულია მოცარტი.","","","","0",""
"322","60-იანი წლების დასაწყისში აშშ-ს მეცნიერულ წრეებში ამბობდნენ: ”ჩვენ სასწრაფოდ უნდა დავიწყოთ გამოკვლევები ფიზიკაში, წინააღმდეგ შემთხვევაში 20 წელიწადში ჩვენ მოგვიწევს სხვა დისციპლინის შესწავლა”. დაასახელეთ ეს დისციპლინა.","ეს დისციპლინაა რუსული ენა.","","","","0",""
"323","სამხრეთ პოლონეთში, ტატრას მთებში ცხოვრობს ეთნიკური ჯგუფი - გურალები. თუ გადავთარგმნით სიტყვას ""გურალი"" ქართულად, მივიღებთ საქართველოს ერთ-ერთი კუთხის წარმომადგენელს. როგორ იქნება ქართულად ""გურალი""?","მთიული.","","","","0",""
"324","თურქმენეთში გავრცელებულია ტრანსპორტის 6 სახეობა: საავტომობილო, სარკინიგზო, მდინარის, საზღვაო, საჰაერო, ... დაასახელეთ თურქმენეთში გავრცელებული ტრანსპორტის კიდევ ერთი სახეობა.","მილსადენი (იგი სწორედ რომ სატრანსპორტო საშუალებებში ითვლება).","","","","0",""
"325","იმის შემდეგ, რაც მიქელანჯელომ წმინდა პეტრეს ტაძარში დაასრულა მუშაობა მადონას ფრესკაზე, ის ღამით შეუმჩნევლად შეიპარა ტაძარში. რა მიზნით?","ხელმოწერა რომ დაესვა.","","","","0",""
"326","დაასრულეთ ერთი რუსი იუმორისტის ხუმრობა: ""შიდსის გავრცელების სისწრაფის გაზრდის გამო მოსკოვის სასწრაფო დახმარების მანქანები აღჭურვილი აქნებიან დამატებითი ..."" რით?","სპიდომეტრით - (”სპიდ” - შიდსი).","","","","0",""
"327","გლენ ვილსონისა და კრის მაკლაფლინის წიგნის წინასიტყვაობაში სწერია: “ამ ენის შესწავლა არც ისე ადვილია. შეიძლება ბრწყინვალედ იცოდეთ მისი “გრამატიკა”, მაგრამ მაინც წააწყდებით მთელ რიგ სირთულეებს ამ ენის პრაქტიკაში გამოყენების დროს. ამ ენის თავისებურება მდგომარეობს იმაში რომ სიგნალების უმრავლესობის გადაცემა და მიღება ხორციელდება გაცილებით უფრო სწრაფად, ვიდრე ადამიანის გონებას შესწევს უნარი შეგნებულად დააფიქსიროს ისინი.” რომელ ენას ეძღვნება ეს წიგნი?","ეს წიგნი ეძღვნება ჟესტების ენას.","","","","0",""
"328","ეს იარაღი გამოიყენებოდა ჯერ კიდევ შუა საუკუნეებში, ციხესიმაგრეების დასაცავად. ცნობილია ამ იარაღის პირველი მსოფლიო ომის დროს გამოყენების ფაქტებიც, კერძოდ გერმანელების მიერ ინგლისელების წინააღმდეგ. რა იარაღზეა საუბარი, თუ ცნობილია, რომ მის გამო ყოველწლიურად იღუპება უფრო მეტი ადამიანი, ვიდრე შხამიანი გველების კბენისგან?","საუბარია ფუტკრებზე.","","","","0",""
"329","ერთი რუსი მეცნიერის სტატია მთავრდება შემდეგი სიტყვებით: ”ადამიანი, რომელმაც იპოვა თავისი ღმერთი, იმსახურებს პატივისცემას. თუმცა, შეიძლება უფრო დიდ პატივისცემას იმსახურებს ის, ვინც გარისკა და დარჩა მარტო ამ სამყაროში”. დაასრულეთ ამ სტატიის პირველი წინადადება: ”მე ვფიქრობ, რომ ყველაზე რთული რელიგია არის ...”","”... ათეიზმი”.","","","","0",""
"330","დაწერეთ ის ექვსი სიმბოლო (ქართული ვერსია არის 6 სიმბოლოიანი), რომლებიც, ლეონარდ ლივინსონის აზრით, ”ქმნიან ილუზიას, რომ თქვენ იცით გაცილებით მეტი, ვიდრე იცით სინამდვილეში”.","”და ა.შ.”","","","","0",""
"331","მობილური ტელეფონები - 13000 ცალი, ქოლგები - 11000 ცალი, საფულეები - 11000 ცალი, საკრედიტო ბარათები - 10500 ცალი, ჩანთები - 9000 ცალი, გასაღებები - 8900 ცალი, სათვალეები - 7000 ცალი. ლონდონის რომელი დაწესებულება აერთიანებს ყველა ამ საგანს?","დაკარგული ნივთების ბიურო.","","","","0",""
"332","ყურადღებით წაიკითხეთ და არასტანდარტული აზროვნების გამოყენებით დაასრულეთ გონებამახვილი იტალიელი მწერლის იტალო ზვევოს სიტყვები: ”არსებობს სამი რამ, რაც მე ყოველთვის მავიწყდება. პირველი - ეს არის სახელები, მეორე - სახეები, ...” რა თქვა ზვევომ მესამეს შესახებ?","”აი მესამეს კი ვერაფრით ვერ ვიხსენებ” :-)","","","","0",""
"333","აშშ-ს პრეზიდენტის ბილ კლინტონის ირგვლივ ატეხილმა ბოლოდროინდელმა სკანდალებმა საკმაოდ შეარყია მისი ფინანსური მდგომარეობა. საქმე იქამდეც კი მივიდა, რომ მისმა მომხრეებმა დაიწყეს ფულის შეგროვება პრეზიდენტის დაცვის ფონდისათვის. ჩვეულებრივ ისინი უგზავნიდნენ წერილებს მოსახლეობას და სთხოვდნენ დახმარებას. ხალხიც ჩვეულებრივ ან რაიმე თანხას რიცხავდა ფონდში, ანაც უპასუხოდ ტოვებდა წერილს. მაგრამ ერთ-ერთ ასეთ წერილს მოჰყვა ერთი კალიფორნიელის გაგულისებული პასუხი: ”თქვენ ალბათ სულელები ხართ, რომ ასეთი თხოვნით მე მომმართავთ”. დაასახელეთ ამ კაცის გვარი.","ლევინსკი (ეს იყო მონიკას მამა).","","","","0",""
"334","ამერიკელი მწერლის ერიკა ჯუნგის აზრით, საკმარისია ამას უყურო 10 წუთის განმავლობაში და სურვილი გიჩნდება გაიქცე სახლში და იგივე შენც გააკეთო. მაგრამ კიდევ 10 წუთის მერე კი იღებ მტკიცე გადაწყვეტილებას ცხოვრებაში აღარ ჩაიდინო მსგავსი რამ. მაშ რის შესახებ თქვა მან?","მან ეს პორნოგრაფიული ფილმების შესახებ თქვა.","","","","0",""
"335","დაასრულეთ სტანისლავ ეჟი ლეცის სიტყვები: ”სიცოცხლე მავნებელია, იგი იწვევს ...”","”... იგი იწვევს სიკვდილს”.","","","","0",""
"336","აბრაამ ლინკოლნი ამბობდა: ”თვალთმაქცი მე მაგონებს ადამიანს, რომელმაც მოკლა მშობლები და სასამართლოს თხოვს შეწყნარებას იმის საფუძველზე, რომ იგი ...” დაასრულეთ ფრაზა.","”... იმის საფუძველზე, რომ იგი ობოლია”.","","","","0",""
"337","ერთხელ დამწყებმა მეცნიერმა სთხოვა ლანდაუს ეჩუქებინა მისი სტატია რაიმე გონებამახვილური წარწერით. ლანდაუმ აიღო სტატიის ასლი და დააწერა: ”ასპირანტ შირმანს ...” დაასრულეთ ეს წარწერა.","”... გონებამახვილური წარწერით”.","","","","0",""
"338","ეს ყველასათვის გარგად ცნობილი სიტყვა ძველი ბერძნული წარმოშობისაა. შუა საუკუნეებში ის ლათინურ ენაში მოხვდა, იქიდან კი პოლონურში. საიდანაც რუსულში და, სავარაუდოთ, რუსულიდან ქართულ ჟარგონში. ახლა კი შეეცადეთ უპასუხოთ კითხვას, რა სიტყვას ხმარობენ პოლონელები ”დასვრილი ქაღალდის ნაგლეჯის” აღსანიშნავად?","”შპარგალკა”.","","","","0",""
"339","როდესაც აინშტაინი 72 წლის გახდა, გადაწყვიტეს რომ მისი დაბადების დღეს მისთვის სურათი გადაეღოთ. რა გააკეთა ფარდობითობის თეორიის ავტორმა, როდესაც იგი კადრში მოხვდა?","მან ენა გამოყო.","","","","0",""
"340","ვაშინგტონი, ჯეფერსონი, ლინკოლნი, ჰამილტონი, ჯექსონი, გრანტი... დაასახელეთ ამ თანმიმდევრობის მომდევნო წევრი.","ფრანკლინი (დოლარებზე გამოსახული პრეზიდენტები).","","","","0",""
"341","აინშტაინი თავმდაბლად ამბობდა საკუთარი თავის შესახებ: ”მე არავითარი ტალანტი არ გამაჩნია. მე მაქვს მხოლოდ ის, რაც ყველა ბავშვს ახასიათებს”. მაშ, რომელმა თვისებამ გახადა აინშტაინი დიდ მეცნიერად?","იგი დიდი მეცნიერი ცნობისმოყვარეობის წყალობით გახდა.","","","","0",""
"342","რა გამოიგონა, ამერიკელი მწერლის ქრისტოფერ მორლის აზრით, ქალმა, რომელსაც ხშირად კოცნიდნენ შუბლში?","ფეხსაცმელი მაღალი ქუსლით. :-)","","","","0",""
"343","60-იანი წლების ბოლოს როკ-ჯგუფ ”როკეტზ”-ის კარიერაში მოხდა საკმაოდ დიდი მნიშვნელობის მქონე მოვლენა. ამ მოვლენის შემდეგ, ჯგუფის სოლისტმა თქვა: ”ახლა ჩვენ მთელი მსოფლიო უკანალს აგვილოკავს”-ო. რა მოვლენაზეა საუბარი?","გამოვიდა საფოსტო მარკები ჯგუფის წევრების სურათებით (ხოლო მთელი მსოფლიო მათ უკანალს მაშინ ალოკავდა, როდესაც მარკას კონვერტზე დასაკრავად დაასველებდა ;-)).","","","","0",""
